"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","DAPR","MDPR","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","TSUN","WDF2","WDF5","WESD","WESF","WSF2","WSF5","WT01","WT02","WT03","WT05","WT06","WT08","WT09"
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-11-16",,,,,"0.03",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-11-17",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-11-18",,,,,"0.08",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-11-19",,,,,"0.57",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-11-20",,,,,"0.02",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-11-21",,,,,"0.00",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-11-22",,,,,"0.00",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-11-23",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-11-24",,,,,"0.11",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-11-25",,,,,"0.12",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-11-26",,,,,"0.06",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-11-27",,,,,"0.13",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-11-28",,,,,"0.06",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-11-29",,,,,"0.00",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-11-30",,,,,"0.00",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-12-01",,,,,"0.00",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-12-02",,,,,"0.11",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-12-03",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-12-04",,,,,"0.00",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-12-05",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-12-06",,,,,"0.00",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-12-07",,,,,"0.46",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-12-08",,,,,"1.01",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-12-09",,,,,"0.06",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-12-10",,,,,"0.00",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-12-11",,,,,"0.51",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-12-12",,,,,"0.32",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-12-13",,,,,"0.87",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-12-14",,,,,"0.06",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-12-15",,,,,"0.09",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-12-16",,,,,"0.06",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-12-17",,,,,"0.00",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-12-18",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-12-19",,,,,"0.26",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-12-20",,,,,"0.86",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-12-21",,,,,"0.71",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-12-22",,,,,"0.54",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-12-23",,,,,"0.32",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-12-24",,,,,"0.05",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-12-25",,,,,"0.10",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-12-26",,,,,"0.09",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-12-27",,,,,"0.08",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-12-28",,,,,"0.07",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-12-29",,,,,"0.00",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-12-30",,,,,"0.05",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2019-12-31",,,,,"0.00",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2020-01-01",,,,,"0.83",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2020-01-02",,,,,"0.21",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2020-01-03",,,,,"0.00",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2020-01-04",,,,,"0.62",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2020-01-05",,,,,"0.16",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2020-01-06",,,,,"0.48",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2020-01-07",,,,,"0.15",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2020-01-08",,,,,"0.35",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2020-01-12",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2020-01-13",,,,,"0.06",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2020-01-14",,,,,"0.28",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2020-01-15",,,,,"0.08",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2020-01-16",,,,,"0.53",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2020-01-17",,,,,"0.08",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2020-01-18",,,,,"0.56",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2020-01-19",,,,,"0.21",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2020-01-20",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2020-01-21",,,,,"0.20",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2020-01-22",,,,,"0.26",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2020-01-23",,,,,"0.31",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2020-01-24",,,,,"0.88",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2020-01-25",,,,,"0.12",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2020-01-26",,,,,"0.41",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2020-01-27",,,,,"0.31",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2020-01-28",,,,,"1.24",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2020-01-29",,,,,"0.24",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2020-01-30",,,,,"0.54",,,,,,,,,,,,,,,,,,,,,
"US1ORCC0107","MILWAUKIE 0.6 SSW, OR US","45.43617","-122.62389","53.0","2020-02-01",,,,,"0.21",,,,,,,,,,,,,,,,,,,,,
